shift,interval,difficulty,event,shift_size,response,rt,jnd,correct,subject,experimenter,experiment,version,Unnamed: 34,answer
-,500.0,1.0,trial,6.6875,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,500.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,500.0,0.5,trial,3.34375,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,425.0,0.5,trial,3.34375,False,1.0,6.6875,False,31,OMR,IPAD,1.1,,True
-,500.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,500.0,1.0,trial,6.6875,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,0.5,trial,3.34375,True,0.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,575.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,575.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,425.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,500.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,425.0,1.0,trial,6.6875,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,500.0,1.0,trial,6.6875,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,500.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,0.5,trial,3.34375,False,2.0,6.6875,False,31,OMR,IPAD,1.1,,True
-,575.0,1.0,trial,6.6875,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,425.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,425.0,1.0,trial,6.6875,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,500.0,1.0,trial,6.6875,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,500.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,575.0,0.5,trial,3.34375,False,1.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,500.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,575.0,1.0,trial,6.6875,True,0.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,425.0,0.5,trial,3.34375,False,2.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,575.0,0.5,trial,3.34375,False,2.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,425.0,1.0,trial,6.6875,False,2.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,425.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,500.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,575.0,1.0,trial,6.6875,True,5.0,6.6875,False,31,OMR,IPAD,1.1,,False
-,575.0,1.0,trial,6.6875,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,425.0,1.0,trial,6.6875,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,500.0,1.0,trial,6.6875,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,425.0,1.0,trial,6.6875,True,0.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,500.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
+,500.0,0.5,trial,3.34375,True,1.0,6.6875,True,31,OMR,IPAD,1.1,,True
-,575.0,0.5,trial,3.34375,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
-,500.0,0.5,trial,3.34375,True,8.0,6.6875,False,31,OMR,IPAD,1.1,,False
-,425.0,1.0,trial,6.6875,False,0.0,6.6875,True,31,OMR,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,True,0.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,False,0.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,0.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,3.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,500.0,0.5,trial,2.96875,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,0.5,trial,2.96875,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,575.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,False,0.0,5.9375,False,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,575.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,False,1.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,1.0,trial,5.9375,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
-,500.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,500.0,1.0,trial,5.9375,True,3.0,5.9375,False,32,EM,IPAD,1.1,,False
+,500.0,0.5,trial,2.96875,True,3.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,0.5,trial,2.96875,True,2.0,5.9375,False,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,3.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,0.5,trial,2.96875,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,500.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,False,1.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,425.0,0.5,trial,2.96875,False,3.0,5.9375,False,32,EM,IPAD,1.1,,True
+,425.0,1.0,trial,5.9375,True,2.0,5.9375,True,32,EM,IPAD,1.1,,True
+,575.0,1.0,trial,5.9375,False,2.0,5.9375,False,32,EM,IPAD,1.1,,True
-,425.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
-,425.0,0.5,trial,2.96875,False,2.0,5.9375,True,32,EM,IPAD,1.1,,False
+,575.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
+,500.0,0.5,trial,2.96875,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,575.0,1.0,trial,5.9375,False,0.0,5.9375,True,32,EM,IPAD,1.1,,False
+,425.0,1.0,trial,5.9375,True,1.0,5.9375,True,32,EM,IPAD,1.1,,True
-,425.0,0.5,trial,2.96875,True,1.0,5.9375,False,32,EM,IPAD,1.1,,False
